course_title,course_organization,course_certificate_type,course_time,course_rating,course_reviews_num,course_difficulty,course_url,course_students_enrolled,course_skills
Photography Basics and Beyond From Smartphone to DSLR,Michigan State University,Specialization,3 - 6 Months,4.7,106,Beginner,https://www.coursera.org/specializations/photography-basics,47565.0,"['Social Media', 'Photography', 'Copywriting', 'Writing']"
Plant Bioinformatic Methods,University of Toronto,Specialization,3 - 6 Months,4.7,6.2k,Beginner,https://www.coursera.org/specializations/plant-bioinformatic-methods,122177.0,"['Genetic Analysis', 'Bioinformatics Analysis', 'Evolution', 'Comparative Genomics']"
Play It Safe Manage Security Risks,Google,Course,1 - 4 Weeks,4.7,2k,Beginner,https://www.coursera.org/learn/manage-security-risks,14514.0,"['Information Security (INFOSEC)', 'Security Audits', 'Incident Response Playbooks', 'NIST Risk Management Framework (RMF)', 'NIST Cybersecurity Framework (CSF)']"
Positive Psychology Martin E. P. Seligmans Visionary Science,University of Pennsylvania,Course,1 - 4 Weeks,4.8,3.4k,Beginner,https://www.coursera.org/learn/positive-psychology-visionary-science,260125.0,"['Character Strengths And Virtues', 'Gratitude', 'Positive Education', 'Positive Psychology']"
PostgreSQL for Everybody,University of Michigan,Specialization,3 - 6 Months,4.9,5.7k,Intermediate,https://www.coursera.org/specializations/postgresql-for-everybody,105323.0,"['Json', 'Database (DBMS)', 'Natural Language Processing', 'SQL']"
Power Electronics,University of Colorado Boulder,Specialization,3 - 6 Months,4.7,1k,Intermediate,https://www.coursera.org/specializations/power-electronics,22570.0,"['Understand the fundamentals of magnetic components including inductors and transformers', 'Design and optimize inductors and transformers for switched-mode power converters', 'Analyze and model losses in magnetic components']"
Practical Data Science on the AWS Cloud,Multiple educators,Specialization,1 - 3 Months,4.7,4k,Advanced,https://www.coursera.org/specializations/practical-data-science,42211.0,"['Natural Language Processing with BERT', 'ML Pipelines and ML Operations (MLOps)', 'AB Testing and Model Deployment', 'Data Labeling at Scale', 'Automated Machine Learning (AutoML)']"
Practical Data Science with MATLAB,MathWorks,Specialization,3 - 6 Months,4.5,520,Beginner,https://www.coursera.org/specializations/practical-data-science-matlab,19450.0,"['Feature Engineering', 'Matlab', 'Data Cleansing', 'Data Science', 'Predictive Modelling', 'Machine Learning', 'Data Analysis', 'Data Visualization (DataViz)']"
Practical Guide to Trading,Interactive Brokers,Specialization,3 - 6 Months,4.4,483,Beginner,https://www.coursera.org/specializations/financial-instruments-trading-investing,23652.0,"['Fundamental Analysis', 'World Markets', 'Futures', 'Equities', 'Options Strategies']"
Pre-MBA Statistics,IIMA - IIM Ahmedabad,Course,1 - 3 Months,4.5,141,Beginner,https://www.coursera.org/learn/pre-mbastatistics,83943.0,"['Probability And Statistics', 'Data Science', 'Data Analysis', 'General Statistics']"
Prepare Data for Exploration,Google,Course,1 - 3 Months,4.8,17.2k,Beginner,https://www.coursera.org/learn/data-preparation,645914.0,"['Spreadsheet', 'Metadata', 'Data Collection', 'Data Ethics', 'SQL']"
Preparing Data for Analysis with Microsoft Excel,Microsoft,Course,1 - 4 Weeks,4.7,554,Beginner,https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel,41610.0,"['Microsoft Excel', 'formulas and functions', 'Data Analysis', 'power bi', 'Preparing Data']"
Preparing for Google Cloud Certification Cloud Architect,Google Cloud,Professional Certificate,3 - 6 Months,4.7,57.8k,Intermediate,https://www.coursera.org/professional-certificates/gcp-cloud-architect,50502.0,"['Load Balancing', 'Virtual Private Network (VPN)', 'Google Cloud Platform', 'Autoscaling', 'Google Compute Engine', 'Virtual Machine', 'Network Architecture', 'Google App Engine (GAE)', 'Cloud Computing', 'Disaster Recovery', 'Site Reliability Engineering', 'Debugging', 'Cloud Storage', 'Data Store']"
Preparing for Google Cloud Certification Cloud Data Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.6,18.1k,Intermediate,https://www.coursera.org/professional-certificates/gcp-data-engineering,81451.0,"['Information Engineering', 'Google Cloud', 'Bigquery', 'Tensorflow', 'Cloud Computing']"
Preparing for Google Cloud Certification Cloud DevOps Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.7,52.7k,Beginner,https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud,32789.0,"['SRE Culture', 'Business Value', 'Organizational Culture', 'Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing', 'Continuous Delivery', 'Kubernetes', 'Jenkins (Software)', 'Disaster Recovery', 'Site Reliability Engineering']"
Preparing for Google Cloud Certification Cloud Developer,Google Cloud,Professional Certificate,3 - 6 Months,4.7,51.1k,Intermediate,https://www.coursera.org/professional-certificates/google-cloud-developer,6709.0,"['Debugging', 'Google Cloud Platform', 'Cloud Storage', 'Application development', 'Cloud Computing']"
Preparing for Google Cloud Certification Cloud Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.7,57.6k,Intermediate,https://www.coursera.org/professional-certificates/cloud-engineering-gcp,46038.0,"['Load Balancing', 'Virtual Private Network (VPN)', 'Google Cloud Platform', 'Autoscaling', 'Google Cloud', 'Cloud Computing', 'GCP Infrastructure', 'GCP ACE Certification', 'Google Compute Engine', 'Virtual Machine', 'Network Architecture', 'Google App Engine (GAE)', 'Debugging', 'Cloud Storage', 'Data Store']"
Preparing for Google Cloud Certification Cloud Network Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.7,48.1k,Intermediate,https://www.coursera.org/professional-certificates/google-cloud-networking,13907.0,"['Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing']"
Preparing for Google Cloud Certification Machine Learning Engineer,Google Cloud,Professional Certificate,3 - 6 Months,4.6,25.4k,Intermediate,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,36932.0,"['Google Cloud', 'Machine Learning', 'Feature Engineering', 'Tensorflow', 'Cloud Computing']"
Pricing Strategy Optimization,University of Virginia,Specialization,3 - 6 Months,4.8,864,Beginner,https://www.coursera.org/specializations/uva-darden-bcg-pricing-strategy,16149.0,"['Cost-Based Pricing', 'Pricing Strategies', 'Market-Based Pricing', 'Customer Value-based Pricing', 'Strategic Management']"
Principles of Management,Johns Hopkins University,Course,1 - 4 Weeks,4.7,198,Mixed,https://www.coursera.org/learn/principles-of-management,28407.0,"['Coaching', 'strategy', 'Leadership And Management', 'Business Communication', 'Team Management']"
Private Equity and Venture Capital,Universita Bocconi,Course,1 - 3 Months,4.8,7.8k,Mixed,https://www.coursera.org/learn/private-equity,237964.0,"['Valuation (Finance)', 'Venture Capital', 'Venture Capital Financing', 'Private Equity']"
Probabilistic Graphical Models,Stanford University,Specialization,3 - 6 Months,4.6,1.5k,Advanced,https://www.coursera.org/specializations/probabilistic-graphical-models,24547.0,"['Inference', 'Bayesian Network', 'Belief Propagation', 'Graphical Model']"
Probability Statistics for Machine Learning Data Science,DeepLearning.AI,Course,1 - 4 Weeks,4.6,170,Beginner,https://www.coursera.org/learn/machine-learning-probability-and-statistics,28290.0,"['Statistical Analysis', 'Probability And Statistics', 'Probability', 'Statistical Hypothesis Testing', 'Machine Learning (ML) Algorithms']"
Process Data from Dirty to Clean,Google,Course,1 - 3 Months,4.8,13.1k,Beginner,https://www.coursera.org/learn/process-data,540235.0,"['Spreadsheet', 'Data Cleansing', 'Sample Size Determination', 'SQL', 'Data Integrity']"
"Product Ideation, Design, and Management","University of Maryland, College Park",Specialization,3 - 6 Months,4.5,463,Beginner,https://www.coursera.org/specializations/product-ideation-design-and-management,13644.0,"['Product Development', 'Ideation', 'Product Management', 'product design', 'Innovation']"
Professional Skills for the Workplace,"University of California, Davis",Specialization,3 - 6 Months,4.7,2.4k,Beginner,https://www.coursera.org/specializations/professional-skills-for-the-workplace,18037.0,"['Emotional Intelligence', 'Adaptability', 'Problem Solving', 'Growth Strategies', 'Resiliency']"
Professionalism in Allied Health,MedCerts,Course,1 - 3 Months,4.8,82,Beginner,https://www.coursera.org/learn/professionalism-allied-health,4853.0,"['Diversity and Cultural Bias Training', 'Emotional Strength', 'Patient Interaction', 'Professional Communication', 'Medical Ethics']"
"Programming Languages, Part A",University of Washington,Course,1 - 3 Months,4.9,1.8k,Intermediate,https://www.coursera.org/learn/programming-languages,172217.0,"['Recursion', 'Higher-Order Function', 'Pattern Matching', 'Functional Programming']"
Programming for Everybody (Getting Started with Python),University of Michigan,Course,1 - 3 Months,4.8,224.7k,Beginner,https://www.coursera.org/learn/python,2977587.0,"['Python Syntax And Semantics', 'Basic Programming Language', 'Computer Programming', 'Python Programming']"
Programming in C A Hands-on Introduction,Codio,Specialization,3 - 6 Months,4.6,899,Beginner,https://www.coursera.org/specializations/hands-on-cpp,21364.0,"['Computer Science', 'Computer Programming', 'C', 'Object-Oriented Programming (OOP)']"
Programming with JavaScript,Meta,Course,1 - 3 Months,4.7,3k,Beginner,https://www.coursera.org/learn/programming-with-javascript,125088.0,"['Test-Driven Development', 'JavaScript', 'Front-End Web Development', 'Object-Oriented Programming (OOP)']"
Project Execution Running the Project,Google,Course,1 - 3 Months,4.8,7k,Beginner,https://www.coursera.org/learn/project-execution-google,274698.0,"['Quality Management', 'Strategic Thinking', 'Project Execution', 'Risk Management', 'Project Management']"
Project Initiation Starting a Successful Project,Google,Course,1 - 4 Weeks,4.8,17.6k,Beginner,https://www.coursera.org/learn/project-initiation-google,548356.0,"['Stakeholder Management', 'Strategic Thinking', 'Business Writing', 'Project Management', 'Project Charter']"
Project Launch,"University of California, Irvine",Course,1 - 3 Months,4.7,238,Beginner,https://www.coursera.org/learn/project-management,1544.0,"['Project Management', 'Scope (Project Management)', 'Communication', 'Work Breakdown Structure']"
Project Management,University of Colorado Boulder,Specialization,1 - 3 Months,4.8,438,Beginner,https://www.coursera.org/specializations/meem-project-management,11334.0,"['Engineering management', 'Agile Management', 'Risk Management', 'Stakeholder Communications', 'Project Management']"
Project Management Other Tools for Career Development,"University of California, Irvine",Specialization,3 - 6 Months,4.7,34.8k,Beginner,https://www.coursera.org/specializations/project-management-success,88273.0,"['Project Management', 'Risk Management', 'Communication', 'Negotiation']"
"Project Management Foundations, Initiation, and Planning",SkillUp EdTech,Course,1 - 3 Months,4.6,67,Beginner,https://www.coursera.org/learn/project-management-foundations-initiation-and-planning,5815.0,"['Project Management', 'Project Planning', 'Project initiation']"
Project Management Principles and Practices,"University of California, Irvine",Specialization,3 - 6 Months,4.7,28.8k,Beginner,https://www.coursera.org/specializations/project-management,199781.0,"['Schedule', 'Project Management', 'Risk Management', 'Budget']"
Project Management Foundations and Initiation,University of Colorado Boulder,Course,1 - 4 Weeks,4.8,290,Beginner,https://www.coursera.org/learn/project-management-foundations-initiation,14254.0,"['Resource Management', 'Engineering management', 'Business Communication', 'Team Management', 'Project Management']"
Project Planning Putting It All Together,Google,Course,1 - 3 Months,4.8,10.5k,Beginner,https://www.coursera.org/learn/project-planning-google,347717.0,"['Project Planning', 'Strategic Thinking', 'Risk Management', 'Task Estimation', 'Procurement']"
Prompt Engineering for ChatGPT,Vanderbilt University,Course,1 - 3 Months,4.8,1.6k,Beginner,https://www.coursera.org/learn/prompt-engineering,176842.0,"['prompt engineering', 'prompt patterns', 'large language models', 'ChatGPT', 'chain of thought prompting']"
Psychological First Aid,Johns Hopkins University,Course,1 - 3 Months,4.8,18.4k,Mixed,https://www.coursera.org/learn/psychological-first-aid,506226.0,"['Reflective Listening', 'Active Listening', 'Crisis Intervention', 'Psychological First Aid']"
Psychological Research,American Psychological Association,Specialization,3 - 6 Months,4.5,13,Beginner,https://www.coursera.org/specializations/psychological-research,47565.0,"['Research And Design', 'Ethical Methods', 'Data Analysis', 'Statistics', 'Research Methods']"
Put It to Work Prepare for Cybersecurity Jobs,Google,Course,1 - 3 Months,4.9,856,Beginner,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,50164.0,"['Job preparedness', 'stakeholder communication', 'integrity and discretion', 'escalation', 'resume and portfolio preparation']"
PwC GST Taxation Executive,PwC India,Professional Certificate,3 - 6 Months,4.6,50,Beginner,https://www.coursera.org/professional-certificates/pwc-gst-taxation-executive,3429.0,"['E-invoicing E-way bill', 'GST technical', 'GST Compliances Return filing', 'GST law', 'Registration Reconciliation']"
Python 3 Programming,University of Michigan,Specialization,3 - 6 Months,4.7,21.2k,Beginner,https://www.coursera.org/specializations/python-3-programming,215354.0,"['Json', 'Computer Programming', 'Python Programming', 'Sorting']"
Python Basics,University of Michigan,Course,1 - 4 Weeks,4.8,16.9k,Beginner,https://www.coursera.org/learn/python-basics,400399.0,"['Data Structure', 'Python Programming', 'Code Debugging']"
Python Data Structures,University of Michigan,Course,1 - 3 Months,4.9,93.9k,Beginner,https://www.coursera.org/learn/python-data,996497.0,"['Python Syntax And Semantics', 'Data Structure', 'Tuple', 'Python Programming']"
"Python Functions, Files, and Dictionaries",University of Michigan,Course,1 - 3 Months,4.9,5.1k,Beginner,https://www.coursera.org/learn/python-functions-files-dictionaries,111924.0,"['Data Structure', 'Python Programming', 'Data Evaluation', 'Code Debugging']"
Python Programming Fundamentals,Duke University,Course,1 - 4 Weeks,4.3,6,Beginner,https://www.coursera.org/learn/python-programming-fundamentals,4889.0,"['Debugging', 'Python Programming', 'Algorithms', 'Problem Solving', 'Computer Programming']"
Python Project for Data Engineering,IBM,Course,1 - 4 Weeks,4.6,473,Intermediate,https://www.coursera.org/learn/python-project-for-data-engineering,32522.0,"['Information Engineering', 'Python Programming', 'Extract Transform and Load (ETL)', 'Data Engineer', 'Web Scraping']"
Python Project for Data Science,IBM,Course,1 - 4 Weeks,4.5,3.7k,Intermediate,https://www.coursera.org/learn/python-project-for-data-science,165927.0,"['Data Science', 'Python Programming', 'Data Analysis', 'Pandas', 'Jupyter notebooks']"
Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,Course,1 - 4 Weeks,4.4,3.9k,Intermediate,https://www.coursera.org/learn/python-statistics-financial-analysis,205510.0,"['Statistical Analysis', 'Financial Analysis', 'Financial Data Analysis', 'Python Programming', 'Data Visualization (DataViz)']"
Python for Cybersecurity,Infosec,Specialization,3 - 6 Months,4.5,328,Intermediate,https://www.coursera.org/specializations/pythonforcybersecurity,12936.0,"['pre-attck', 'Python Programming', 'Cybersecurity', 'attack and defend', 'Computer Programming']"
"Python for Data Science, AI Development",IBM,Course,1 - 3 Months,4.6,33.8k,Beginner,https://www.coursera.org/learn/python-for-applied-data-science-ai,671781.0,"['Data Science', 'Python Programming', 'Data Analysis', 'Pandas', 'Numpy']"
Python for Everybody,University of Michigan,Specialization,3 - 6 Months,4.8,268.2k,Beginner,https://www.coursera.org/specializations/python,1560414.0,"['Json', 'Xml', 'Python Programming', 'Database (DBMS)']"
"Python, Bash and SQL Essentials for Data Engineering",Duke University,Specialization,3 - 6 Months,4.5,292,Beginner,https://www.coursera.org/specializations/python-bash-sql-data-engineering-duke,12589.0,"['Data Science', 'Information Engineering', 'Bash (Unix Shell)', 'Database (DBMS)', 'Web Application', 'Python Programming', 'Big Data', 'SQL']"
Qualitative Research Design and Methods for Public Health,Emory University,Specialization,3 - 6 Months,4.7,165,Beginner,https://www.coursera.org/specializations/qualitative-research-design-and-methods-for-public-health,6803.0,"['Qualitative Research', 'Public Health Research', 'Data Analysis', 'Research Design', 'Research Methods']"
React Basics,Meta,Course,1 - 4 Weeks,4.7,1.3k,Beginner,https://www.coursera.org/learn/react-basics,87777.0,"['Web Application', 'Front-End Web Development', 'React (Web Framework)', 'Application development']"
Real-World Product Management,Advancing Women in Tech,Specialization,3 - 6 Months,4.5,787,Beginner,https://www.coursera.org/specializations/real-world-product-management,18964.0,"['PM Interviewing', 'Real-World Examples', 'Product Management', 'Real-World Assignments', 'Technology Leadership']"
Reducing Gun Violence in America Evidence for Change,Johns Hopkins University,Course,1 - 3 Months,4.7,257,Beginner,https://www.coursera.org/learn/gun-violence,10852.0,"['Gun Violence Epidemiology', 'Community Change', 'Public Health Interventions', 'American Law Policy']"
Regression Analysis Simplify Complex Data Relationships,Google,Course,1 - 3 Months,4.7,175,Advanced,https://www.coursera.org/learn/regression-analysis-simplify-complex-data-relationships,17632.0,"['Predictive Modelling', 'Statistical Analysis', 'Python Programming', 'Effective Communication', 'regression modeling']"
Regulatory Compliance,University of Pennsylvania,Specialization,3 - 6 Months,4.8,2k,Intermediate,https://www.coursera.org/specializations/regulatory-compliance,25738.0,"['Risk Management', 'Business Strategy', 'Compliance', 'Human Resources Management']"
Reinforcement Learning,University of Alberta,Specialization,3 - 6 Months,4.7,3.3k,Intermediate,https://www.coursera.org/specializations/reinforcement-learning,47795.0,"['Artificial Intelligence (AI)', 'Machine Learning', 'Reinforcement Learning', 'Function Approximation', 'Intelligent Systems']"
Renewable Energy,University of Colorado Boulder,Specialization,3 - 6 Months,4.8,695,Beginner,https://www.coursera.org/specializations/renewable-energy,10096.0,"['Renewable Energy', 'Solar Energy', 'Energy Projects', 'Sustainability', 'Wind Energy']"
Risk Management,New York Institute of Finance,Specialization,3 - 6 Months,4.6,654,Beginner,https://www.coursera.org/specializations/risk-management,15411.0,"['Credit Risk Measurement and Management', 'Application of Financial Statistics and Probability', 'Market Risk Measurement and Management', 'Operational Risk Measurement and Management']"
Reussir le Changement,ESSEC Business School,Course,1 - 3 Months,4.5,1.9k,Mixed,https://www.coursera.org/learn/reussir-le-changement,48460.0,"['Change Management', 'Communication', 'Management', 'Communications Management']"
SAP Professional Fundamentals,SAP,Course,1 - 3 Months,4.7,347,Beginner,https://www.coursera.org/learn/sap-professional-fundamentals,40679.0,"['Client Research and Analysis', 'Business Transformation', 'Planning and Project Management', 'Communication and Engagement', 'Systems and Design Thinking']"
SAP Technology Consultant,SAP,Professional Certificate,3 - 6 Months,4.7,469,Beginner,https://www.coursera.org/professional-certificates/sap-technology-consultant,27742.0,"['Client engagement and communication', 'How to launch and develop your SAP career', 'Business and process analysis', 'Solution design and implementation', 'Understanding the SAP world and solutions']"
SAS Programmer,SAS,Professional Certificate,3 - 6 Months,4.8,3.3k,Beginner,https://www.coursera.org/professional-certificates/sas-programming,32474.0,"['SAS Studio', 'Import Data', 'Reports', 'Prepare Data', 'SAS Programs']"
SAS Visual Business Analytics,SAS,Professional Certificate,3 - 6 Months,4.7,1k,Beginner,https://www.coursera.org/professional-certificates/sas-visual-business-analytics,20355.0,"['Business Analytics', 'SAS VA', 'SAS Visual Analytics']"
SQL for Data Science,"University of California, Davis",Course,1 - 4 Weeks,4.6,15.6k,Beginner,https://www.coursera.org/learn/sql-for-data-science,562911.0,"['Data Science', 'Data Analysis', 'Sqlite', 'SQL']"
Sales Training for High Performing Teams,HubSpot Academy,Specialization,1 - 3 Months,4.7,952,Beginner,https://www.coursera.org/specializations/sales-training-high-performing-teams,13320.0,"['Sales Management', 'Sales', 'strategy', 'career growth']"
Sales and CRM Overview,Salesforce,Course,1 - 4 Weeks,4.5,806,Beginner,https://www.coursera.org/learn/sales-and-crm-overview,46977.0,"['CRM', 'Sales Operations', 'Sales', 'Salesforce Sales Cloud', 'Salesforce']"
Salesforce Sales Development Representative,Salesforce,Professional Certificate,3 - 6 Months,4.5,393,Beginner,https://www.coursera.org/professional-certificates/sales-development-representative,32074.0,"['Sales Development', 'interviewing', 'Sales', 'Time management', 'Cold Calling']"
Salesforce Sales Operations,Salesforce,Professional Certificate,3 - 6 Months,4.6,1.1k,Beginner,https://www.coursera.org/professional-certificates/salesforce-sales-operations,38660.0,"['CRM', 'Sales Operations', 'Salesforce Lightning', 'Sales', 'Salesforce']"
Satisfaction Guaranteed Develop Customer Loyalty Online,Google,Course,1 - 4 Weeks,4.8,2k,Beginner,https://www.coursera.org/learn/satisfaction-guaranteed,69735.0,"['Job preparedness', 'Customer Relationship Management (CRM)', 'Portfolio preparation', 'E-commerce store optimization', 'Building customer loyalty']"
School Health for Children and Adolescents,University of Colorado System,Specialization,3 - 6 Months,4.8,2.7k,Beginner,https://www.coursera.org/specializations/school-health-for-children-and-adolescents,19120.0,"['Behavioral Health', 'School Health', 'Learning Disabilities', 'Medical Conditions', 'Nutrition']"
Science of Exercise,University of Colorado Boulder,Course,1 - 4 Weeks,4.8,4.4k,Beginner,https://www.coursera.org/learn/science-exercise,330501.0,"['Training', 'Nutrition', 'Fitness And Nutrition', 'Public Health']"
Scrum Master,SkillUp EdTech,Specialization,3 - 6 Months,4.6,64,Beginner,https://www.coursera.org/specializations/skillup-edtech-scrummaster,47565.0,"['Scrum Master', 'Communication', 'Risk Management', 'Scrum', 'Project Management']"
Security Analyst Fundamentals,IBM,Specialization,3 - 6 Months,4.7,3.6k,Beginner,https://www.coursera.org/specializations/security-analyst-fundamentals,9872.0,"['threat intelligence', 'Digital Forensics', 'Data Breach', 'cybersecurity analyst', 'Computer Security Incident Management']"
Security Principles,ISC2,Course,1 - 3 Months,4.7,166,Beginner,https://www.coursera.org/learn/-security-principles,10313.0,"['Risk', 'Information Assurance', 'security', 'governance']"
Security in Google Cloud,Google Cloud,Specialization,3 - 6 Months,4.7,48k,Intermediate,https://www.coursera.org/specializations/security-google-cloud-platform,21352.0,"['Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing']"
Sequence Models,DeepLearning.AI,Course,1 - 4 Weeks,4.8,29.6k,Intermediate,https://www.coursera.org/learn/nlp-sequence-models,386657.0,"['Natural Language Processing', 'Long Short Term Memory (LSTM)', 'Gated Recurrent Unit (GRU)', 'Recurrent Neural Network', 'Attention Models']"
"Sequences, Time Series and Prediction",DeepLearning.AI,Course,1 - 4 Weeks,4.7,4.9k,Intermediate,https://www.coursera.org/learn/tensorflow-sequences-time-series-and-prediction,125323.0,"['Forecasting', 'Machine Learning', 'Tensorflow', 'Time Series', 'prediction']"
Share Data Through the Art of Visualization,Google,Course,1 - 4 Weeks,4.6,7.6k,Beginner,https://www.coursera.org/learn/visualize-data,430820.0,"['Data Analysis', 'Tableau Software', 'Data Visualization (DataViz)', 'Presentation']"
Six Sigma Black Belt,University System of Georgia,Specialization,3 - 6 Months,4.6,448,Intermediate,https://www.coursera.org/specializations/six-sigma-black-belt,13523.0,"['Statistics', 'Math']"
Six Sigma Green Belt,University System of Georgia,Specialization,3 - 6 Months,4.7,4k,Intermediate,https://www.coursera.org/specializations/six-sigma-green-belt,59371.0,"['Lean Six Sigma', 'Process Improvement', 'Six Sigma Green Belt', 'Six Sigma']"
Six Sigma Yellow Belt,University System of Georgia,Specialization,3 - 6 Months,4.6,8.9k,Beginner,https://www.coursera.org/specializations/six-sigma-fundamentals,100147.0,"['Project Management', 'Lean Six Sigma', 'Binomial Distribution', 'Six Sigma']"
Social Media Management,Meta,Course,1 - 4 Weeks,4.9,4.5k,Beginner,https://www.coursera.org/learn/social-media-management,155982.0,"['Content Development', 'content management', 'Social Media Marketing', 'Content Marketing', 'Marketing Content Development']"
Social Media Marketing,Northwestern University,Specialization,3 - 6 Months,4.6,5.3k,Beginner,https://www.coursera.org/specializations/social-media-marketing,101702.0,"['Business Planning', 'Digital Marketing', 'Social Media Marketing', 'Influencer Marketing', 'Analytics']"
Social Media Marketing in Practice,Digital Marketing Institute,Specialization,3 - 6 Months,4.5,304,Beginner,https://www.coursera.org/specializations/social-media-marketing-practice,15323.0,"['Use LinkedIn Campaign Manager to optimize B2B advertising campaigns', 'Set up a YouTube channel', 'Use Ads Manager to create and optimize Twitter ads', 'Use social selling tactics to connect and engage with prospects', 'Build a personal brand on LinkedIn', 'Choose social media platforms and tools', 'Set up a social media experience for a business', 'Share and promote social content', 'Build and sustain a social media community', 'Plan a social media advertising strategy', 'Digital transformation', 'Digital Marketing', 'Social Media Marketing', 'Content Marketing', 'Digital Strategy', 'Set up advertising on Snapchat', 'Uncover campaign insights using native Facebook and Snapchat analytics tools', 'Use Snapchat Ad Manager to set up and optimize SnapAds', 'Set up advertising on Facebook and Instagram', 'Use Facebook Ads Manager to create and optimize ad campaigns']"
Social and Economic Networks Models and Analysis,Stanford University,Course,1 - 3 Months,4.8,712,Advanced,https://www.coursera.org/learn/social-economic-networks,67579.0,"['Social Network', 'Game Theory', 'Network Analysis', 'Network Theory']"
Software Architecture for Big Data,University of Colorado Boulder,Specialization,1 - 3 Months,3.3,31,Advanced,https://www.coursera.org/specializations/software-architecture-big-data,2433.0,"['Real-time Systems', 'Big Data', 'Microservices', 'Software Engineering', 'Distributed Computing']"
Software Design and Architecture,University of Alberta,Specialization,3 - 6 Months,4.6,3.6k,Beginner,https://www.coursera.org/specializations/software-design-architecture,66856.0,"['Software Architecture', 'Java', 'Software Design Pattern', 'Object-Oriented Programming (OOP)']"
Software Development Lifecycle,University of Minnesota,Specialization,3 - 6 Months,4.7,9k,Intermediate,https://www.coursera.org/specializations/software-development-lifecycle,53694.0,"['Lean Software Development', 'Kanban', 'Agile Software Development', 'Software Development Process']"
Software Product Management,University of Alberta,Specialization,3 - 6 Months,4.7,11.3k,Beginner,https://www.coursera.org/specializations/product-management,75657.0,"['Software Requirements', 'Product Management', 'Scrum', 'agile', 'Project Management']"
Software Testing and Automation,University of Minnesota,Specialization,3 - 6 Months,4.3,763,Intermediate,https://www.coursera.org/specializations/software-testing-automation,53838.0,"['Black-box Testing Techniques', 'White-box Testing Techniques', 'Unit Testing', 'Static Analysis', 'Testing Automation']"
Solar Energy Basics,The State University of New York,Course,1 - 3 Months,4.8,2.3k,Beginner,https://www.coursera.org/learn/solar-energy-basics,96030.0,"['Renewable Energy', 'Power energy calculations', 'Electronic Circuits', 'Solar Energy', 'Energy Audits']"
"Songwriting Writing, Arranging, and Producing Music",Berklee,Specialization,3 - 6 Months,4.8,2k,Beginner,https://www.coursera.org/specializations/songwriting,9978.0,"['Music', 'arranging', 'Producing', 'Songwriting']"
Soporte de Tecnologias de la Informacion de Google,Google,Professional Certificate,3 - 6 Months,4.9,14.5k,Beginner,https://www.coursera.org/professional-certificates/soporte-de-tecnologias-de-informacion-google,91508.0,"['Linux', 'Codigo binario', 'Solucion de problemas', 'Soporte al cliente', 'Powershell', 'Interfaz de comandos', 'Sistemas de archivos de Linux', 'Ciberseguridad', 'Criptografia', 'Seguridad inalambrica', 'Seguridad de la red', 'Protocolo ligero de acceso a directorios', 'Respaldo', 'Servicio de directorio', 'Ipv4', 'Sistema de nombres de dominio', 'Modelo de red']"
Sound the Alarm Detection and Response,Google,Course,1 - 4 Weeks,4.8,671,Beginner,https://www.coursera.org/learn/detection-and-response,57310.0,"['Security Information and Event Management (SIEM) tools', 'Packet Analyzer', 'Intrusion Detection Systems (IDS)']"
"Spark, Hadoop, and Snowflake for Data Engineering",Duke University,Course,1 - 4 Weeks,4.7,,Advanced,https://www.coursera.org/learn/spark-hadoop-snowflake-data-engineering,47565.0,"['Information Engineering', 'Apache Hadoop', 'Python Programming', 'Big Data', 'Apache Spark']"
"Speak English Professionally In Person, Online On the Phone",Georgia Institute of Technology,Course,1 - 3 Months,4.7,9.9k,Mixed,https://www.coursera.org/learn/speak-english-professionally,891265.0,"['Stress', 'Communication', 'Presentation', 'Public Speaking']"
Sports Performance Analytics,University of Michigan,Specialization,3 - 6 Months,4.5,203,Intermediate,https://www.coursera.org/specializations/sports-analytics,11091.0,"['Data Analysis', 'Python Programming', 'sports analytics']"
Spring Framework,LearnQuest,Specialization,1 - 3 Months,3.9,460,Beginner,https://www.coursera.org/specializations/spring-framework,15250.0,"['Spring Framework', 'Netflix OSS', 'Java Programming', 'Spring Configuration', 'Spring Data']"
Stanford Introduction to Food and Health,Stanford University,Course,1 - 3 Months,4.7,30.2k,Beginner,https://www.coursera.org/learn/food-and-health,867047.0,"['Health Informatics', 'Nutrition', 'Food Safety', 'Food Science']"
